"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"gbHD4kNhbkcLc2dn3","BYZANTINEHADES","NSA","program","","","[[BYZANTINEANCHOR]],[[BYZANTINECANDOR]]","[[BYZANTINECANDOR]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm, cryptome.org - NSA codenames","%u201Ca cover term for a series of related computer network intrusions with a believed nexus to China, has affected U.S. and foreign governments as well as cleared defense contractors since at least 2003%u201D Believed to be Chinese state-sponsored (the PLA in particular). Though the evidence is tenuous. (ca 2009). In general, victims of Chinese-affiliated hacking are legitimate businesses, including defense contractors. They have been successful in exfiltrating large volumes of confidential emails and other sensitive documents. (Source : Cablegate)"
"eCL6s3XdxPcwGpg8z","CADENCE","NSA","program","","","","[[PRISM]],[[GAMUT]]","collect","unknown","","Collection mission system for tasking"
"AG72LdKdsRHW3vRd2","CANDYGRAM","NSA","software","","","","[[DRTBOX]],[[STINGRAY]],[[NEBULA]],[[CYCLONE]],[[TYPHON]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.digitaltrends.com/web/nsa-malware-code-names/#/2, digitaltrends.com - TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too ,http://securityledger.com/wp-content/uploads/2013/12/nsa-ant-candygram.jpg ,  securityledger.com - nsa-ant-candygram.jpg ","Mimics GSM cell tower. Also included in the package are a Windows XP laptop, and cell phone, that communicate with the unit via SMS messages. Capable of targeting 200 phone numbers simultaneously."
"zo6Y6wyZdNbfbHhjn","CANNONLIGHT","USArmy","Program","","","","","Database","unknown","","US Army Counter Intelligence Database"
"h83vibGdmJHxWuJih","CASPORT","NSA","program","","","","","process","unknown","","access identification tool used to control product dissemination"
"By2tnyBLB2hWuQyeQ","CCDP","GCHQ","program","","","","[[IMP]],[[TEMPORA]],[[MTI]],[[GTE]]","collect","unknown","https://en.wikipedia.org/wiki/Communications_Capabilities_Development_Programme,Wikipedia - Communications Capabilities Development Programme,http://www.telegraph.co.uk/technology/internet/9090617/Phone-and-email-records-to-be-stored-in-new-spy-plan.html,The Telegraph - Phone and email records to be stored in new spy plan","[[GCHQ]] Communications Capabilities Development Program. Formerly known as Interception Modernisation Programme (IMP). initiative to create a ubiquitous mass surveillance scheme for the United Kingdom. It would involve the logging of every telephone call, email and text message between every inhabitant of the UK and communications within social networking platforms such as Twitter and Facebook."
"m7xxZP9Q552eqAxwE","CDRDIODE","NSA","program","","","","[[IRATEMONK]],[[WISTFULTOLL]],[[STRAITBIZARRE]],[[SEAGULLFARO]],[[UNITEDRAKE]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,https://www.youtube.com/watch?v=R8QFPf2RMCQ,LeakSourceNews - Jacob Appelbaum: NSA's FoxAcid/Quantum Programs at the european parliament - 10/15/2013","It is the name for a protecting device that enables the intercepted data to flow to NSA without enabling an attacker to use the same way to compromise NSA or travel further toward identification. The tentative explanation is that when some data come from the low side (insecure) toward the high side (secure) of the NSA infrastructure so that it can be read by analaysts at the NSA Remote Operation Center ([[ROC]]), then it needs to go through that CDRDIODE."
"f5kW7CdpZG7yWGxBb","CHALKFUN","NSA","program","","[[FASCIA]]","","[[FASCIA]]","process","unknown","http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,washingtonpost.com- NSA tracking cellphone locations worldwide, Snowden documents show,http://www.wikileaks-forum.com/nsa/332/snowden-leak-chalkfun-fascia-and-nsa-targeted-device-location-verification/25826/,wikileaks-forum.com - CHALKFUN and FASCIA Documents- Snowden Leak: CHALKFUN - FASCIA and NSA Targeted Device Location Verification,http://apps.washingtonpost.com/g/page/national/nsa-report-on-privacy-violations-in-the-first-quarter-of-2012/395/,apps.washingtonpost.com - NSA report on privacy violations in the first quarter of 2012","Analytic tool, used to search the [[FASCIA]] database"
"k4GTr7u5e2Rt8x3o2","CHASEFALCON","NSA","Program","","","","","collect","unknown","http://www.linkedin.com/in/mastersontech , linkedin.com - John Masterson, CDR, CSSRSr. DoD/Intel Recruiter at Independent Contractor ","Major program of the Global Access Operations (GAO)"
"q2yEGpxwYw9mYGSvt","CHEWSTICK","NSA","program","","","","","collect","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm , cryptome.org - NSA X-Keyscore Member of Cyberespionage Family",""
"dSTgJPrAQRZzEFdyd","CHIMNEYPOOL","NSA","attack vector","","[[TAO]]","[[DROPOUTJEEP]]","[[DROPOUTJEEP]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.spiegel.de/static/happ/netzwelt/2014/na/v1/pub/img/Handy/S3222_DROPOUTJEEP.jpg, spiegel - Slide on DROPOUTJEEP","Software based malware toolkit %u201CFramework%u201D, likely written in C/C++ (according to resumes posted online)"
"eR2aJkXL6uGkbcuE7","CHIPPEWA","NSA","program","","","","","Process","unknown","http://www.theguardian.com/world/interactive/2013/sep/11/nsa-israel-intelligence-memorandum-understanding-document, theguardian.com - NSA and Israeli intelligence: memorandum of understanding %u2013 full document","CHIPPEWA seems to be a communication network"
"EdL6RcoTYMfLQerrm","CIMBRI","NSA","program","","","","","Database","unknown","http://electrospaces.blogspot.fr/2013/09/an-nsa-eavesdropping-case-study.html,electrospaces - An NSA eavesdropping case study ","CIMBRI seems to be a metadata database"
"Zm8h9PNx9e6nmY8gq","CINEPLEX","NSA","program","","","","","collect","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm , NSA X-Keyscore Member of Cyberespionage Family",""
"ZnpHqaJj58TQDGgCQ","COASTLINE","NSA","program","","","","","Collect","unknown"," http://www.scmagazineuk.com/watching-the-watchmen/article/306005/, www.scmagazineuk.com - Watching the Watchmen ","reporting tool to receive and report on near real-time intelligence for forward deployed troops"
"uFMzyzWqRmBoXidMo","COBALTFALCON","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR, en.wikipedia.org - OAKSTAR","[[US-3354]], Subprogram of [[OAKSTAR]]."
"qBYoqC5CjfZg69Wzp","COMMONDEER","NSA","attack vector","","","","[[SEASONEDMOTH]],[[VALIDATOR]]","software","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2: The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A software based malware, used by the NSA."
"ykk2FmoY3w3ffTyi7","CONJECTURE","NSA","program","","","","[[HOWLERMONKEY]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A RF communication protocol used by [[HOWLERMONKEY]] devices."
"pvpYDWAxYfX7XLfPR","CONTRAOCTAVE","NSA","program","","","","","collect","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Collection mission tasking tool"
"ENnNhvDaCAT5fY8rL","COTS","undefined","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Commercial Off the Shelf. When a description of a bug says it is COTS-based, it means that the components are commercially available, giving the NSA deniability as to their true source. (Unless you just happen to be looking at the NSA's leaked product catalog. )"
"Tf8QMe5hMR7Cszvo3","COTRAVELER","NSA","program","[[TOP SECRET]],[[COMINT]],[[REL TO USA]]","","","","collect","unknown","http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,washingtonpost.com - NSA tracking cellphone locations worldwide, Snowden documents show,http://www.theguardian.com/world/2013/dec/04/nsa-storing-cell-phone-records-daily-snowden , the guardian.com - NSA storing cell phone records daily snowden","set of tools for finding unknown associates of intelligence targets by tracking movements based upon cell phone locations."
"8AK93PTveQdSgNbEp","COTTONMOUTH-I","NSA","attack vector","[[TS]],[[SI]],[[REL]]","[[CHIMNEYPOOL]]","","[[CHIMNEYPOOL]],[[STRAITBIZARRE]]","hardware","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de -  To Protect And Infect Part 2 - The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://www.nytimes.com/2014/01/15/us/nsa-effort-pries-open-computers-not-connected-to-internet.html,New York Times - N.S.A. Devises Radio Pathway Into Computers,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","COTTONMOUTH-I (CM-I) will provide air-gap bridging software persistence capability ""in-field"" reprogrammability, and covert communications with a host software implant over the USB. The RF link will enable command and data infiltration and exfiltration. CM-1 will also communicate with Data Network Technologies (DNT) software ([[STRAITBIZARRE]] through a covert channel implemented on the USB, using this communication channel to pass commands and data between hardware and software implants. CM-1 will be a [[GENIE]]-compliant based on [[CHIMNEYPOOL]]. CM-1 conceals digital components ([[TRINITY]]), USB 1.1 FS hub, switches, and [[HOWLERMONKEY]] (HM) RF Transceiver within the USB S\E9ries-A cable connector. [[MOCCASIN]] is the version permanently connected to a USB keyboard. Another version can be made with an unmodified USB connector at the other end. CMH-I has the ability to communicate to other CM devices over the RF link using an over-the-air protocol called [[SPECULATION]]."
"5GAMgR3R7beKfTmmD","COTTONMOUTH-II","NSA","attack vector","[[TS]],[[SI]],[[REL]]","[[CHIMNEYPOOL]]","","[[CHIMNEYPOOL]],[[STRAITBIZARRE]]","hardware","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 - The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","COTTONMOUTH-II (CM-II) will provide air-gap bridging software persistence capability ""in-field"" reprogrammability, and covert communications with a host software implant over the USB. The RF link will enable command and data infiltration and exfiltration. CM-1 will also communicate with Data Network Technologies (DNT) software ([[STRAITBIZARRE]] through a covert channel implemented on the USB, using this communication channel to pass commands and data between hardware and software implants. CM-I will be a [[GENIE]]-compliant based on [[CHIMNEYPOOL]]. CM-1 conceals digital components ([[TRINITY]]), USB 2.0 HS hub, switches, (...?)"
"b2YsgsZmMGaJKJwyw","COTTONMOUTH-III","NSA","attack vector","","[[CHIMNEYPOOL]]","","[[TRINITY]],[[HOWLERMONKEY]],[[SPECULATION]],[[CHIMNEYPOOL]],[[STRAITBIZARRE]]","hardware","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de -  To Protect And Infect Part 2 - The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","COTTONMOUTH-III (CM-III) is a dual-stacked USB port/RJ45 ethernet jack combo, (the kind that are soldered directly onto a motherboard), providing a covert RF relay across airgapped systems. Like CM-I, and many other systems, it is written with the [[CHIMNEYPOOL]] framework, and communicates via [[STRAITBIZARRE]]. It can communicate with other CM devices with the SPECULATION Protocol. It also integrates [[TRINITY]], and the [[HOWLERMONKEY]] RF transceiver."
"ojEDLx7eZEARy7QvQ","COURIERSKILL","NSA","program","","","","","collect","unknown","","Collection mission system."
"947o4vASEz7KxGudd","CREST","NSA","program","","","","","database","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","Database that automatically translates foreign language intercepts in English"
"EnTA7FYyj6v5h3jn6","CRISSCROSS","NSA","Program","","","","","Database","unknown","http://cryptome.org/2013/08/proton-clearwater-lexis-nexis.htm , cryptome - PROTON, CLEARWATER and Lexis-Nexis ","see [[PROTON]]"
"u9HFHgzs6ngZv8K8P","CROSSBEAM","NSA","program","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[FVEY]]","[[ROC]]","","[[WAGONBED]],[[CHIMNEYPOOL]],[[ROCKYKNOB]]","collect","Active","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.spiegel.de/static/happ/netzwelt/2014/na/v1/pub/img/Mobilfunk/S3223_CROSSBEAM.jpg, spiegel.de - Slide on CROSSBEAM","the CROSSBEAM module consists of a standard ANT architecture embedded computer, a specialized phone component, a customized voice controller suite and and optional DSP ([[ROCKYKNOB]]) if using Data Over Voice to transmit data%u201D. Communicates over GSM. Compatible with [[CHIMNEYPOOL]] framework. Appears to be a [[WAGONBED]] controller board mated with a Motorola G20 GSM module. CROSSBEAM is a reusable CHIMNEYPOOL-compliant GSM communications module capable of collecting and compressing voice, data. CROSSBEAM can receive GSM voice, record voice data, and transmit the received information via connected modules or 4 differents GSM data modes (GPRS, Circuit Switched Data, Data Over Voice and DTMF) back to a secure facility. THe CROSSBEAM module consists of a standard ANT architecture embedded computer, a specialized phone component, a customized software controller suite and an optional DSP (ROCKYKNOB) if using Data Over Voice to transmit data."
"nbYGtv4BDAoeyyrqv","CRUMPET","NSA","program","","","","[[IRONCHEF]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","CRUMPET Covert network (CCN) is a sample drawing included Printers, servers, and computers. All allegedly airgapped. (But not actually, due to covertly installed hardware)"
"RrYJCCpMYR7QpLy6E","CRYPTOENABLED","NSA","program","","","","","collect","unknown","http://www.lemonde.fr/international/article/2013/10/22/la-diplomatie-francaise-sur-ecoute-aux-etats-unis_3500717_3210.html,LeMonde.fr - La diplomatie Fran\E7aise sur \E9coute aux \C9tats-unis,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","collection derived from AO's efforts to enable crypto."
"4PtCyziLuCxo8KSoo","CTX4000","NSA","attack vector","[[TS]],[[SI]],[[REL TO USA]],[[FVEY]]","[[ANGRYNEIGHBOR]]","","[[VAGRANT]],[[DROPMIRE]],[[PHOTOANGLO]]","hardware","inactive","https://www.schneier.com/blog/archives/2014/01/ctx4000_nsa_exp.html,schneier.com - NSA Exploit of the Day,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de To Protect And Infect Part 2 - The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","The CTX4000 is a portable continuous wave (CW) radar unit. It can be used to illuminate a target system to recover different off net information. Primary uses include [[VAGRANT]] and [[DROPMIRE]] collection. The CTX4000 provides the means to collect signals that otherwise would not be collectable, or would be extremely difficult to collect and process."
"HJn4v5Ez37WvzZxGy","CULTWEAVE","NSA","program","","","","","database","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution",""
"cKa6JH23ZfJBNHv9Q","CUSTOMS","NSA","program","","","","","collect","unknown","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Customs opportunities (not [[LIVESAVER]] ) (?)"
"8t6D4rYyj3e6edhYD","CW","NSA","attack vector","","[[ANGRYNEIGHBOR]]","","[[ANGRYNEIGHBOR]],[[RAGEMASTER]],[[VAGRANT]],[[PHOTOANGLO]]","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm, cryptome.org - NSA codenames,http://www.emfacts.com/2012/06/john-goldsmith-on-scientific-misconduct-and-the-lilienfeld-study-an-oldie-but-still-relevant-today/ , emfacts.com - John Goldsmith on scientific misconduct and the Lilienfeld study (An oldie but still relevant today),http://www.ehjournal.net/content/11/1/85, ehjournal.net - Microwaves in the cold war: the Moscow embassy study and its interpretation. Review of a retrospective cohort study,http://emrstop.org/index.php?option=com_content&view=article&id=118:they-have-known-about-microwave-radiation-harm-for-decades&catid=31:emf-politics-a-research-analyses&Itemid=40, ermstop.org - They have known about microwave radiation harm for decades,http://www.scribd.com/doc/13616226/The-Moscow-Embassy-incident, scribd.com - The Moscow Embassy incident,http://www.wikileaks.org/plusd/cables/1976MOSCOW01437_b.html#efmAtaAwK, wikileaks.org - MOSCOW SIGNAL - APPROACH TO GROMYKO","Continuous Wave aka [[CW]] is a continuous radio signal (like [[CTX4000]] or [[PHOTOANGLO]]) sent toward a target so that the reflected radio wave is modulated by the signal to intercept. It's the default interception mechanism of NSA for both voice, PS2 and USB keyboard keypresses, exfiltered data, network traffic and any kind of data the NSA is interested to extract from a target. It's a very advanced attack where a Radar sends a [[CW]] toward a target covertly equipped with a eavesdropping bug called a [[RETROREFLECTOR]] which will modulate the original [[CW]] signal and re-radiate this modulated [[CW]] so that it can be picked up by the emitting Radar. The benefit of such technique is that there is no need for the eavesdropping bug to generate radio signal, and therefore, no need for huge batteries or power. It also means that the bug can be turned on and off remotely, providing easy way to turn off the bug when a bug sweep detection team is trying to located it. The downside is that it's dangerous for health as the Radar signal between 1Ghz and 6Ghz can be harmful to human and cause illness and cancer, as it did numerous times in the past since the first time it was detected in the US Embassy in Moscow, Russia."
"48rerSP6NWW7gnDff","CYCLONE","NSA","program","","","","[[TYPHON]],[[CANDYGRAM]],[[DRTBOX]],[[NEBULA]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","EGSM base station router, used for collection GSM cell phone signals. Shops with laptop and accessories for command and control, uses the same GUI as the [[TYPHON]]. Controllable via 802.11 wifi."
"5JzoNYmYaryxtp2Fc","DANCINGOASIS","NSA","program","","[[FASCIA]]","","[[FASCIA]],[[SCISSORS]]","collect","unknown","http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/new-documents-show-how-the-nsa-infers-relationships-based-on-mobile-location-data/ , washingtonpost - New documents show how the NSA infers relationships based on mobile location data,http://apps.washingtonpost.com/g/page/world/how-the-nsa-tried-to-collect-less/518/, washingtonpost -  SCISSORS: How the NSA collects less data,http://www.spiegel.de/international/world/secret-nsa-documents-show-how-the-us-spies-on-europe-and-the-un-a-918625.html , spiegle.de - Codename 'Apalachee': How America Spies on Europe and the UN ,http://www.matthewaid.com/post/73733098307/new-detailed-analysis-of-how-nsa-and-its-foreign, matthewaid.com - New Detailed Analysis of How NSA and Its Foreign Partners Intercept Undersea Fiber Optic Cable Traffic","[[SSO]] collection program, Location information. SIGAD pour [[FASCIA]]"
"RwMYpqYHa7K7EbqiD","DANDERSPRIT","NSA","attack vector","","","","[[DANDERSPRITZ]]","Attack","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","see [[DANDERSPRITZ]]"
"J6LQTFn5KhRJ2L3m8","DANDERSPRITZ","NSA","attack vector","","","","[[DANDERSPRIT]]","Attack","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Described as an %u201Cintermediate redirector node.%u201D Another tool made by Digital Network Technologies (DNT). Spoofs IP and MAC address."
"QDtEkwcjnECWzT8S2","DANGERMOUSE","NSA","program","","","","","collect","unknown","http://electrospaces.blogspot.com/p/nicknames-and-codewords.html,electrospaces.blogspot.com - US Nicknames and Codewords","Tactical SIGINT collecting system for like cell phone calls"
"9oM2jjZJ8sBgNacqn","DARKTHUNDER","NSA","program","","[[TAO]]","","[[QUANTUM]],[[FOXACID]],[[TAO]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A SIGAD used by [[TAO]], and thus [[QUANTUM]], [[FOXACID]]."
"x8hmQzNLwZc9xyjwm","DAYTONA","NSA","program","","","","","database","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","Utah AT&T%u2019s DAYTONA database"
"DA4HpdEf4nQ6r8yZz","DECKPIN","undefined","program","","","","","collect","unknown","",""
"Wjqr5fqhG3uy3SBAg","DISTANTFOCUS","CIA","program","","[[UAV]]","","","collect","active","https://firstlook.org/theintercept/article/2014/02/10/the-nsas-secret-role/,theintercept.org - The NSA%u2019s Secret Role in the U.S. Assassination Program","DISTANTFOCUS pod is a new system for tactical SIGINT and precision geolocation for UAV"
"oZ8kdmcJFfhtFncQr","DOCKETDICTATE","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames",""
"Yyjqyjdh8FHs4252X","DOGCOLLAR","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm , cryptome.org - NSA codenames","A type of Question-Focussed Dataset based on the Facebook display name cookie"
"2L6g6LCsTbqP7KphW","DRAGONFLY","NSA","attack vector","","","","","software","unknown","http://arstechnica.com/security/2013/12/critics-nsa-agent-co-chairing-key-crypto-standards-body-should-be-removed/ , ArsTechnica - Critics: NSA agent co-chairing key crypto standards body should be removed,http://motherboard.vice.com/blog/an-nsa-agent-is-co-chairing-a-project-to-encrypt-the-web , Vice - An NSA Agent Is Co-Chairing a Project to Encrypt the Web,http://www.net-security.org/secworld.php?id=16178 , Net-security.org - NSA employee will remain as co-chair on crypto standards group","Password-authenticated key exchange (pake) protocol, suspected of containing an nsa backdoor. It has been proposed to Crypto Forum Research Group (CFRG), which helps the Internet Engineering Task Force (IETF) review the applicability and uses of cryptographic mechanisms, and give crypto advice to the organization's various Working Groups."
"AkCmCTJxzp2W2w4xh","DROPOUTJEEP","NSA","vector attack","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[FVEY]]","[[STRAITBIZARRE]],[[CHIMNEYPOOL]]","","[[STRAITBIZARRE]],[[CHIMNEYPOOL]],[[TURBULENCE]],[[FREEFLOW]]","software","Active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 - The militarization of the Internet, by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://www.spiegel.de/static/happ/netzwelt/2014/na/v1/pub/img/Handy/S3222_DROPOUTJEEP.jpg, www.spigel.de - Slide on DROPOUTJEEP,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","DROPOUTJEEP is a [[STRAITBIZARRE]] based software implant for the Apple iphone operating system and uses the [[CHIMNEYPOOL]] framework. DROPOUTJEEP is compliant with the [[FREEFLOW]] project, therefore it is supported in the [[TURBULENCE]] architecture. DROPOUTJEEP is a software implant for the Apple iPhone that utilizes modular mission applications to provide specific SIGINT functionality. This functionality includes the ability to remotely push/pull files from the device, SMS retrieval, contact list retrieval, voicemail, geolocation, hot mic, camera capture, cell tower location, etc. Command, control, and data exfiltration can occur over SMS messaging or a GPRS data connection. All communications with the implant will be covert and encrypted."
"FiKR4FYgdpeCwaixy","EBSR","NSA","program","","","","[[TYPHON]],[[CANDYGRAM]],[[DRTBOX]],[[NEBULA]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm| , cryptome.org - NSA codenames","Low power GSM base station router,"
"8Kc97o2H9bKrzrrh7","ECI","NSA","compartment","","","","[[BULLRUN]],[[PAINTEDEAGLE]]","ECI","unknown","https://www.eff.org/files/2013/11/15/20130905-guard-bullrun.pdf,eff.org - 20130905-guard-bullrun.pdf ","ECI ( Extremely Compartimented Intelligence) is an undeterminded group of NSA partners"
"9i4h7apxYXYq6fSD6","EGOTISTICALGOAT","NSA","attack vector","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]],[[TS]],[[SI]]","","","[[EGOTISTICALGIRAFFE]],[[ERRONEOUSINGENUITY]]","network","unknown","http://www.theguardian.com/world/interactive/2013/oct/04/egotistical-giraffe-nsa-tor-document , TheGuardian.com - 'Peeling back the layers of Tor with EgotisticalGiraffe' %u2013 read the document,http://www.wikileaks-forum.com/nsa/332/secret-nsa-documents-show-campaign-against-tor-encrypted-network/23769/ , Secret NSA documents show campaign against Tor encrypted network,http://cryptome.org/2014/01/nsa-codenames.htm , cryptome.org - NSA codenames","EGOTISTICALGOAT (EGGO) is a NSA tool for exploiting the TOR network."
"zFqL8KmHkaAY8DQ9e","EPICFAIL","NSA","attack vector","","","","","network","unknown","http://cryptome.org/2014/01/nsa-codenames.htm , cryptome.org - NSA codenames","attacks against dumb Tor users (?)"
"TRPWz9aXYyYpGksMT","ERRONEOUSINGENUITY","NSA","attack vector","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]],[[TS]],[[SI]]","","","[[EGOTISTICALGIRAFFE]],[[EGOTISTICALGOAT]]","software","unknown","http://www.theguardian.com/world/interactive/2013/oct/04/egotistical-giraffe-nsa-tor-document , TheGuardian.com - 'Peeling back the layers of Tor with EgotisticalGiraffe' %u2013 read the document,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","ERRONEOUSINGENUITY (ERIN) is a NSA tool for exploiting the TOR network."
"Mc7v8uDeDmCFEhPwz","FA","NSA","attack vector","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","CNE (hacking) technique used against Tor users"
"pboAnDbEheZN3M3dK","FAIRVIEW","NSA","program","","[[UPSTREAM]]","","[[UPSTREAM]],[[OAKSTAR]]","collect","unknown","http://en.wikipedia.org/wiki/Fairview_%28surveillance_program%29, en.wikipedia.org - Fairview (surveillance program) ,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,SSO - The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","FAIRVIEW (US-990) is a secret [[mass surveillance]] programme run by the NSA, aimed at collecting phone, internet and e-mail data in bulk from the computers and mobile telephones of foreign countries' citizens. According to the revelations, the NSA had collected 2.3 billion separate pieces of data from Brazilian users in January 2013 alone."
"EnYJhKYLtBkYn4xx4","FASTSCOPE","undefined","program","","","","","collect","unknown","",""
